"","x"
"3739","http://iitv.info/czarodziejka-z-ksiezyca-sailor-moon/ ha ha ha nie mogê uwierzyæ, bajka mojego dzieciñstwa nigdy nie wiedzia³am jak siê skoñczy³a, wiec czekam na ostatni sezon ;p"
"3740","Umar³a w samotnoœci. To by³a smutna bajka..."
"3741","maxvideo ma dziwne limity :( "
"3742","wiem...tez ich nie rozumiem... :("
"3743","odcinek 15 sezon 3 - z napisami polskimi, please. :)"
"3744","Prosze, nie wrzucajcie seriali na anyfiles... Wszystko tylko nie anyfiles..."
"3745","chwala wam! <3 w koncu doczekalam sie wyszukiwarki :)"
"3746","Odcinek 6 z sezonu 9 ju¿ z napisami!"
"3747","TVD dajcie z napisami <3"
"3748","super !"
"3749","Moj zdecydowanie ulibiony serial<3"
"3750","W³aœnie kiedy TVD :D ?"
"3751","nie wiem czy to tylko u mnie.. ale przy w³aczaniu linkow z napisami pojawia mi siê opcja download.. a nie chce œciagac filmu na komp. tylko obejzec online, mo¿na liczyæ na inne odtwarzacze( tak jak we wczesniejszych odcinkach oth)? z góry dziêkuje:)"
"3752","a kiedy the secret circle ? ;p"
"3753","W³aœnie, w³aœnie. TVD <3"
"3754","Louiego CK!"
"3755","Miasto kocic, s3o1, wszystko piêknie gdyby nie ta 404 na stronie 'ogl¹daj odcinek'"
"3756","Mo¿ecie wrzuciæ Skins s6e4 na inny serwer ?"
"3757","@Anna Leszczyñska - na xvidstage po klikniêciu w \free download\"" poka¿e Ci siê player a film nie bêdzie siê œci¹ga³"""
"3758","Nie mam pojêcia jak to odtworzyæ,niby brakuje mi jakiegoœ pluginu a jak chce go uruchomiæ to antywirus szaleje ¿e wirus jest : / buuu"
"3759","dajcie Gre o Tron sezon 2"
"3760","dodajcie pamietniki wampirow"
"3761","próbuje obejrzeæ odc 4 i siê nie chce za³adowaæ ;/ dlaczego?"
"3762","nawet po œci¹gniêciu wtyczki nie idzie wiec linki s¹ bezu¿yteczne :("
"3763","pROSZE UWAZAC MATERIAL MA ZA DUZO TROJANOW"
"3764","Z sezonu na sezon serial jest za bardzo przekombinowany. Pierwsze dwie czêœci zostawiaja daleko w tyle nowsze sezony. 3 i 4 sezon uratowa³a Effy, a 5 i 6 jest jakiœ taki nijaki... Co do pytania \co wy w nim widzicie?\"" to myœlê, ¿e serial œwietnie ukazuje to i¿ nie zawsze jest kolorowo. Widzimy jak dzieciaki tworz¹ sobie problemy, a póŸniej próbuj¹ siê z nich wydostaæ. Wszystko zgrabnie splecione po prostu przykuwa uwagê. Dla ka¿dego kto lubi dramaty serial bêdzie w sam raz. P.S. Pod³¹czam sie do prosby o kolejny mirror"""
"3765","ten serial przeobrazi³ siê trochê z komedii w dramat :P"
"3766","@Weronika Mieczkowska  - przecie¿ jeszcze nie ma 2 sez GoT -_-"
"3767","czy ktos te dodane odcinki w ogole sprawdza? przed chwila udostepniliscie nowy odcinek revenge z napisami z poprzedniego odcinka... "
"3768","do dupy te przegl¹darki ! OTH nie dziala ! jedynie odsiebie.pl ale tam nie ma napisów"
"3769","wera hejt hehe :D"
"3770","no bo daj spokój! antivirus mi szaleje nic nie dziala a chwala sie ze jest OTH z napisami!"
"3771","oszuchiœci!!!"
"3772","REVENGE Chaos ma stare napisy :/  "
"3773","ja mam to samo brak wtyczki a po œci¹gniêciu antywirus szaleje;/"
"3774","najwa¿niejsze pytanie, kiedy bêdzie nowy odcinek TVD z polskimii napisami ? :)"
"3775","odcinek revenge  ma beznadziejne t³umaczenie , opóŸnione i to o parê minut "
"3776","Przy opcji \zg³oœ\"" przyda³a by siê opcja, ¿e \""niew³aœciwe napisy\"" \""Brak synchronizacji napisów z filmem\"" itp. """
"3777","http://xvidstage.com/f1bqrc6kiaid Chcia³am obejrzeæ Pamiêtniki Wampirów lecz niestety nie mogê... Automatycznie wirus siê za³¹cza... "
"3778","Mo¿e pojawi siê na iitv.info serial \Szczêœliwy los\""? By³oby ekstra"""
"3779","Viola wbij sie na kinolive.pl tam jest bez wirusow :)"
"3780","mistrze, jest taki epicki serial komediowy Eastbound and down o baseballiœcie Kennym Powersie-zajmijcie siê t³umaczeniem uploadem tego cuda"
"3781","mimo wszystko jednak poproszê OTH s9odc6 (jesli moze ktoœ wstawiæ oczywiœcie) w odtwarzaczu: movizer lub odsiebie . pozdrwiam:)"
"3782","Hmm te serwery sa zle, w ktorych ciagle wyskakuje brak wtyczki, jeszcze antywirus reaguje. <ozna prosic o wrzucenie Shameless US na maxvideo albo dwnshare?"
"3783","moglibyscie tez wrzucic ten film ''Girl/Girl Scene'' Slyszalam, ze jest bardzo dobry wiec chcialabym go obejzec"
"3784","ja mam pytanie o nowy odcinek Cougar Town. w opisie jest napisane ¿e polskie napisy, a s¹ angielskie. -.-"
"3785","dziêkujê za link z odsiebie! dzia³a <3"
"3786","rewela:)"
"3787","a Bones...? gdzie Bones?...Czekam i czekam ...;("
"3788","Nie wiem, czy mogê tutaj to zamieszczaæ ;p Jak nie, to nie pogniewam siê za usuniêcie :)  Ale prosi³abym o zag³osowanie na mnie :) ))) By³abym wdziêczna :) https://www.facebook.com/questions/359332727425355/"
"3789","mi nie dzia³a ten link :("
"3790","czy wie ktoœ co zrobiæ z certyfikatem zabezpieczeñ na maxvideo??"
"3791","a kiedy bedzie przetlumaczone unforgettable? juz strasznie dlugo czekamy ..."
"3792","to samo z criminal minds - antywir szaleje ;/"
"3793","Czy moglibyœcie wrzuciæ najnowszy odcinek Dwóch i pó³ na jak¹œ normaln¹ stronê? Z tych linków, które podaliœcie nie da siê nic obejrzeæ."
"3794","ZA PRZEPROSZENIE CZY WY SOBIE JAJA ROBICIE Z PODAWANIEM NUMERU TELEFONU?. "
"3795","serwery na których s¹ nowi chirurdzy nie dzia³aj¹, najpierw instaluje wtyczki, ale i tak nie odtwarza i antywirus wariuje. wrzuæcie na inne serwery, proszê!"
"3796","WeŸcie spierdalajcie z tymi wtyczkami. Nie ma innych serwerów, czy jaki chuj?"
"3797","@Martyna Mêczyñska Imiê Stanley i Sid to dla Ciebie to samo? Albo gej zamieniaj¹cy siê w lesbijkê? Albo dialog Stanleya z tat¹ \Fix this, dad. Fix this. Fix this. Fix this\"" te¿ jest taki sam? To szacun dla Ciebie."""
"3798","dok³adnie - przy chirurgach program antywirusowy te¿ wariuje, ci¹gle trzeba coœ doinstalowywaæ.. a tak czeka³am na ten odcinek!"
"3799","mo¿ecie wrzuciæ chirurgów na inne odtwarzacze? bo te, które s¹ ci¹gle wo³aj¹ o jakieœ wtyczki -.-"
"3800","linki z odsiebie niestety nie dzia³aj¹..."
"3801","Proszê o 6 i 7 odc. Jane by Design z napisami. :)"
"3802","maxvideo.pl  zaczyna mnie  wnerwiasz to coœ d³ugo trzeba czekasz na filmy ¿eby zobaczyæ rejestruj a nie ma napisz czy ono jest p³atny czy darmowy?. "
"3803","criminal minds i mentalista maja dziwne odtwarzacze, tzn nie da sie obejrzec online trzeba zapisac no i wirusy niby tam sa /:"
"3804","a jak obejrzeæ Chirurgów na  http://xvidstage.com/a2jddckbe9el - ktoœ wie?  -poproszê o pomoc:-)"
"3805","œci¹gnê³am te beznadziejne wtyczki do chirurgów i ca³y czas sie zacina odcinek :///  czekam juz 15 minut,zeby sie naladowalo, ale to i tak nic nie daje"
"3806","Hej Nie umieszczajcie seriali na playerze maxvideo.pl, gdy¿ s¹ z nim problemy. Próbuj¹c w³¹czyæ odcinek (niezale¿nie jaki) pojawia mi siê komunikat o du¿e popularnoœci danego odcinka i proœbie o zalogowanie (mino i¿ ogl¹dam starsze sezony nie krêconych ju¿ seriali), a po zalogowaniu wyskakuje komunikat o skoñczeniu siê dziennego limitu mimo i¿ danego dnia nic nie by³o ogl¹dane. Rozwa¿cie zastosowanie innego playera. Pozdrawiam :)"
"3807","Dobrze napisane,  wrzucaja na jakies serwery  z dupy ze sie tego wlaczyc za chuja nie da, przeciez sockshare i putlocker dzialaja bezproblemu"
"3808","szkoda, ¿e nie mo¿na nic obejrzeæ.."
"3809","shameless us 2x05 napisy PL - dodajcie normalny odtwarzacz "
"3810","Dlaczego strony odcinkow z napisami ( chirurdzy) nie chca sie otwierac??  To znaczy wyskakuje okno z kontami premium ?? O co chodzi ? "
"3811","Dziêki za Anyfiles:)"
"3812","Czy planujecie wrzuciæ linki do starszych seriali na jak¹œ inn¹ stronê ni¿ maxvideo?"
"3813","Mo¿ecie dodaæ Castle 4x15 z napisami, które s¹ ju¿ w sieci od kilku godzin? "
"3814","Walczyæ z buforowaniem? ;)"
"3815","To jest kpina, ¿eby nie sz³o zobaczyæ serialu bez œci¹gania, a jeœli ju¿ ktoœ pobierze kodeki to trzeba czekaæ wieki by siê zbuforowa³o... brak s³ów!"
"3816","Kiedy bêd¹ napisy to The Finder? "
"3817","widzê, ¿e nie tylko ja mam problem z tymi wtyczkami - te serwery s¹ beznadziejne, nawet na maxvideo mi pokazuje \Video not found\"" - co jest grane??"""
"3818","Mam do was proœbê, istnieje mo¿liwoœæ abyœcie nie wrzucali seriali na http://video.anyfiles.pl ??? Nawet przez godzinê buforu nie chce mi siê dwóch i pó³ za³adowaæ (dwa ostatnie odcinki) ..."
"3819","Kiedy wrzucicie linki do najnowszych (14 i 15, sezon 3) odcinków serialu Modern Family? Oba wysz³y odpowiednio 8 i 15 lutego a u Was cisza, nie ma nawet wersji eng..."
"3820","nie mozna ogladac :( "
"3821","Dodajcie do najnowszego odcinka supernatural inny odtwarzacz : ("
"3822","Hej.  Na sharefiles4u.com chcia³am obejrzeæ Criminal minds. Okazuje siê, ¿e niby brakuje mi jakiejœ wtyczki do playera - jednak NOD32 krzyczy, ze s¹ tam wirusy. wiecie coœ na ten temat? Czu na pewno z sharefiles4u.com mozna korzystaæ bezpiecznie?"
"3823","http://xvidsta ge.com http://sharefi les4u.com http://xvid stream.net z tych 3 nie mozna bezpiecznie korzystac"
"3824","Witam! Podziwiam was za wasz¹ pracê ale niestety w zasadzie nie mo¿na nic ogl¹daæ. Odcinki siê wieszaj¹, podczas instalowania wtyczek pobiera siê te¿ jakieœ inne oprogramowanie. Czy jest szansa na poprawê? Chyba tylko maxvideo funkcjonuje przyzwoicie, ale nie ma tam najnowszych odcinków. "
"3825","Albo nie dzialaja strony albo pokazuje sie komunikat  ,,download,,  , prosze zrobcie cos z tym bo nie sadze aby wszyscy chcieli zasmiecac kompy,        p.s dzieki za nowe odcinki  "
"3826","Ju¿ dawno obejrzane :)"
"3827","Pos³uchajcie nie wstawiajcie filmów.. jak naprzyk³ad sumernatural na Xvidstage... bo z tym nie mo¿na normalnie pracowa nie da sie filmow ogl¹daæ... dojacie na Maxviedo na którum to zawsze dzia³a³o..."
"3828","czerwony orze³"
"3829","Z tego nie da siê korzystaæ. Niestety najnowsze odcinki maj¹ linki tylko do tych stron. Maxvideo jest do niczego ale te 3 to totalna pora¿ka."
"3830","Jak uruchomiæ ogl¹danie z xvidstage lub sharefiles4u ?"
"3831","xvideostage i sharefiles4u  s¹ badziewne ¿adnego serialu nie da siê na nich obejrzeæ :("
"3832","Nie dzia³aj¹ te odtwarzacze, to jakieœ badziewie, musisz sci¹gn¹æ na dysk"
"3833","Najnowszy odcinek Criminal Minds ma uszkodzony dŸwiêk."
"3834","no to trochê mnie pocieszyliœcie, poniewa¿ myœla³am ¿e ka¿dy ogl¹da sobie online, a tylko ja nie dostrzegam jak w³¹czyæ odcinek bez œci¹gania ;)"
"3835","Odcinek 15 z sezonu 7 ju¿ z napisami!"
"3836","Wkoncu!"
"3837","nareszcie! <3"
"3838","ooo ogladalem ostatnio film pod tytulem repo man bardzo fajny swoja droga"
"3839","Po co komu w ogóle napisy, oni po angielsku gadaj¹ a nie po szkocku"
"3840","bo lubimy?"
"3841","ale z napisami mo¿na jeœæ chipsy"
"3842","doczeka³am siê!"
"3843","http://sharefiles4u.com/pcv40yvt6fdi   http://xvidstream.net/yuz5i1xa9c6p  to nie dzia³a. Po co wrzucacie tam, gdzie nie mo¿na ogl¹daæ a œci¹ganie po kilka razy tych samych wtyczek bez skutku jest irytuj¹ce. Przy pobieraniu wtyczek (wczeœniej niby zainstalowanych) pobiera siê inne oprogramowanie a antywirus informuje o nowych wirusach."
"3844","No w³aœnie, wszystkie seriale wrzucane na xvidstream, xvidsteage itd wczytuj¹ siê strasznie wolno. Czy tylko ja mam z tym problem ? Dla przyk³adu podam, ¿e np odcinek 2 Broke Girls (21 minutowy) wczoraj wczytywa³ mi siê przez godzinê a i tak nie obejrza³em nawet po³owy bo nie starczy³o mi cierpliwoœci."
"3845","ja juz ogladnelam i byl bardzo fajny;p"
"3846","Nie tylko Ty masz taki problem. Mi siê w ogóle nie wczytuj¹, mimo xvid'a. Wczeœniej normalnie dzia³a³o, teraz na tych wszystkich stronach z serialami coœ siê podzia³o i ani w te ani we w te..."
"3847","Musisz wejœc sobie na stronê xvida i zainstalowaæ od nowa sam web player. Spróbuj tak, mi to pomog³o choæ nie rozwi¹za³o problemu z powolnym wczytywaniem."
"3848","Darowanemu koniu w zêby siê nie zagl¹da. Jak wam siê nie podoba piracenie, to wydajcie parê groszy na vod i macie w œwietnej jakoœci."
"3849","Twój post nic nie wnosi. Nie napisa³em, ¿e mi siê coœ nie podoba tylko, ¿e coœ jest nie tak. Nie wiem czy to problem sprzêtowy czy ogólny. Jak nie masz nic do powiedzenia w tym temacie to po co w ogóle piszesz ?"
"3850","nie chcê psioczyæ, ale mi siê ostatnio video.anyfiles w ogóle nie chce ³adowaæ, a sharefiles4u i ixvid blokuje mi antyvir. o wiele bardziej odpowiada³o mi maxvideo (5z³ za dobra jakoœæ i szybkie ³adowanie to dobra cena) albo putlocker, z tym chyba nikt nie mia³ problemu. to tylko taka moja opinia, mo¿e ktoœ weŸmie pod uwagê, dziêkujê :)"
"3851","wy³¹czcie avasta na czas filmu i tyle"
"3852","Ej noo ja np nie moge tego ogl¹dn¹æ bo trzeba jakieœ g³upie wtyczki œci¹gaæ, no dziêkuje bardzo. Wgrywajcie filmy np. na odsiebie - na tym fajnie sie oglada..."
"3853","Czy moglibyscie wgrywac seriale na megavideo tak jak kiedys, tam bylo najlepiej szybko sie ladowaly"
"3854","Prosi³bym o dodanie takich seriali jak The Walking Dead i Supernatural na megavideo"
"3855","na firefoxie wszystko dzia³a :)"
"3856","megavideo ju¿ nie dzia³a."
"3857","od dawna nie dzia³a teraz siê obudzi³eœ ?"
"3858","A mam pytanie. Co z odcinkiem 5 sezonu II? Niestety jest nieaktywny :("
"3859","A ja mam zaleg³e 2 odcinki do obejrzenia, wiêc ju¿ wiem co bêdê robiæ jak wrócê z pracy ;)"
"3860","suburgatory nie ma napisow mimo ze napisane jest ze sa"
"3861","Odcinek 13 z sezonu 1 ju¿ z napisami!"
"3862","z polskimi?"
"3863","co z MASH em? "
"3864","da siê za³atwiæ 4 i 5 odcinek 4 sezonu skinsów z napisami?"
"3865","niez³y suchar"
"3866","ogl¹d¹³em pierwszy odcinek, przerazi³ mnie ten serial:D"
"3867","Beznadzieje sa te wszystki ostatnie hosingi typu xvidstage ;/"
"3868","W DUPE SOBIE WSADZCIE TE SERWISY HOSTUJACE. NA £¥CZU 4MB PRZYCINA. DIVXWEB PLAERY NIE DZIA£A. WRZUCAJCIE NA PUTLOCKER. JEDYNY NORMALNY SERWIS!!"
"3869","dok³adnie, na firefoxie nie œmiga. najlepiej by by³o anyfiles, putlocker maxvideo,"
"3870","Kiedy bêd¹ napisy do AGENTÓW NCIS?? "
"3871","putlocker jest cudny. odsiebie te¿ daje radê. anyfiles - w wiêkszoœci przypadków ³aduje siê i ³aduje i ³aduje i mija pó³ dnia i nawet pierwsza sekunda siê nie za³aduje (nawet mimo odœwiezania). xvidstage i inne takie wymagaj¹ ode mnie zainstalowania jakiejœ wtyczki, która ma w sobie trojana. dziêkujê postojê."
"3872","No trochê  ten serial staje siê coraz mniej œmieszny :/"
"3873","nieeee wstawiajcie na maxvideo :( jest limit dzienny :("
"3874","ja na maxvideo kupi³em sobie premium i nie by³o to naci¹gniêcie, na 15 dni za nieca³e 5z³"
"3875","Nie to co Lost, ale ten serial tez mnie wciagnal, zawsze czekam na nowy epizod"
"3876","te¿ mam premium na maxvideo na 14 dni za 5 z³ i jestem happy, ogl¹dam ile i co chcê i tak powinno byæ"
"3877","bezsens ze maxvideo jest platne"
"3878","ja tam wole z limitem ogladac niz wogole, bo te inne linki to jakies wirusy maja i trzeba non stop cos instalowac"
"3879","Tak czy inaczej jest to najprawdopodobniej najlepszy serial wszechczasów!!! ;P"
"3880","Ja na przyk³ad z chêci¹ zap³acê 5 z³ za 14 dni mo¿liwoœci ogl¹dania czego chcê i kiedy chcê bez wielogodzinnego czekania na ty by odcinek dzia³a³ bez przerywania i bez si¹gania jakiœ wtyczek, które niestety s¹ z dodatkiem \ekstra for free\"" w postaci wirusów."""
"3881","przy housie siê kryje ;d"
"3882","Wiadomo kiedy bêd¹ nowe odcinki \Touch\"" ? :)"""
"3883","no w³aœnie :(("
"3884","Czego nie ma linków online do ostatnich odcinków shameless? Te co s¹ to nie dzia³aj¹, tylko w ch*j reklam i nic poza tym."
"3885","W¹tpie xd zale¿y co kto lubi :P"
"3886","wrzuæcie na moviezer najnowszy odcinek supernatural i once upon a time. Na tym programie jest bez limitu i szybko sie ³aduje :]"
"3887","Switched at Birth niedzia³a :("
"3888","Uwa¿ajcie na to co tam jest do ogl¹dania filmów. Mój antywirus zaraz po odpaleniu filmu zerwa³ mi po³¹czenie ze stron¹, wykrywaj¹c programy szpieguj¹ce i trojany."
"3889","anyfiles jest do dupy, nic siê nie ³aduje :/ Twoje-seriale coœ tam dalej, tak¿e hosting do bani :/"
"3890","Czy mog³abym prosiæ o zamieszczenie najnowszego odcinka Castle na jakiœ innych serwerach? Te 3, które s¹ z napisami, wymagaj¹ instalacji wtyczek, które œci¹gaj¹ wirusy. Najlepszy jest putlocker - tam wszystko dzia³a w dobrej jakoœci."
"3891","Gdzie znaleŸæ ca³y 8 odciknek drugiego sezonu Strike back Kontra ??"
"3892","Masakra te hostingiiiiiiiiii..."
"3893","heh obejrza³em go w sobotê :P"
"3894","Jak mam obejrzeæ serial w Internecie, skoro odnoœniki s¹ tylko do stron, z którym muszê œci¹gn¹æ odcinek, albo do takich, gdzie jest problem z wtyczk¹ :("
"3895","jak fajnie, ze nie tylko ja jestem fanem SN :D"
"3896","http://www.facebook.com/events/300877826641730/"
"3897","Sk¹d mogê œci¹gn¹æ same napisy?"
"3898","mi caly czas wyskakuje tam brak wtyczek chociaz wszystko mam...."
"3899","mam dobra wiadomoœ jest teraz na antyvideo( jakos tak bo nei pamietam ale odcinek obejrzalem) i proponuje drugi link bo z perwszym mia³em problemy film sie zacina³"
"3900","hostingi xvidstage, sharefiles4u i xvidstream sa naprawde beznadziejne - nie dosc ze 3 tygodnie czekalam na tlumaczenie n.p. do Switched at Birth to teraz nie idzie ich ogladac, mam szybki internet a tu nic nie rusza do przodu, caly czas sie zacina i jeszcze na dodatek miga :/ nie mozecie czegos z tym zrobic????"
"3901","hostingi xvidstage, sharefiles4u i xvidstream sa naprawde beznadziejne - nie dosc ze 3 tygodnie czekalam na tlumaczenie n.p. do Switched at Birth to teraz nie idzie ich ogladac, mam szybki internet a tu nic nie rusza do przodu, caly czas sie zacina i jeszcze na dodatek miga :/ nie mozecie czegos z tym zrobic???? "
"3902","do nowego odcinka csi las vegas s¹ linki ale nie da siê obejrzeæ z powodu zagro¿enia wirusami, trojanami, macie mo¿e inny link który bêdzie dzia³a³ bez problemu? "
"3903","http://maxvideo.onurb.freeweb123.com/"
"3904","Dziwny i bezsensowny upór jakis tutaj panuje, pomimo i¿ wszyscy krytykuj¹ 3 serwery na które wrzucane s¹ nowe odcinki, to jednak kolejne rownie¿ tam sa uploadowane,gdzie w tym sens? Moze to jakaœ niezrozumia³a chêæ pokazania u¿ytkownikom ¿e ma sie na nich wy*ebane?"
"3905","Fajnie :)"
"3906","Mam proœbê aby zosta³y uzupe³nione polskie napisy do serialu \person of interest\"" , konkretnie do odcinka 13 i 14. z góry dziêki"""
"3907","i dlaczego po 11 odcinku od razu daliœcie 14 a pozosta³e nie sa dostêpne czy jak?"
"3908","Najlepszy DWNShare :D Do z³udzenia przypomina inny znany hosting, za któym zapewne wszyscy têsknilismy ;)"
"3909","luck "
"3910","co siê dzieje? wchodzi mi na litv.info :/"
"3911","Odcinek 14 z sezonu 8 ju¿ z napisami!"
"3912","Bêd¹ jakoœ na czasie odcinki 5 sezonu Breaking Bad?;>"
"3913","gdzie? -.-"
"3914","ja juz skonczylam wszystkie sezony :)"
"3915","nie ma :/"
"3916","i gdzie te napisy?"
"3917","Cieszy mnie, ¿e powiadamiacie :-)"
"3918","ciekawe jak skoñczy³aœ wszystkie sezony, jak ósmy jest w trakcie xd"
"3919","a dopiero co obejrza³am po angielsku...."
"3920","nie ma ¿adnych napisów :/ na maila tez dosta³am powiadomienie i zonk ;/"
"3921","kiedy bêdzie 16 odcinek? powinien ju¿ byæ po angielsku, a jeszcze nie ma"
"3922","on we wtorek leci w stanach!"
"3923","oszuœci"
"3924","lipa ta strona!! za obejrzenie filmu trzeba wpisac swoj numer i pobiora oplate  itp...bez sensu nie Lubie..wypisuje siê.."
"3925","Odcinek 9 z sezonu 2 ju¿ z napisami!"
"3926","wie ktos kiedy El Barco bedzie?:)"
"3927","kiedy californication bedzie?;)"
